Subbasin,LANDUSE,SOIL,SLOPE_BAND,AREA (ha),%SUBBASIN,HRUGIS
136,OATS,64544,5.0-9999,11.00000,0.71135,001360023
136,OATS,64546,5.0-9999,6.00000,0.36435,001360024
136,OATS,64431,0-2.0,0.00000,0.01157,001360025
136,OATS,64431,2.0-5.0,1.00000,0.04048,001360026
136,OATS,64431,5.0-9999,2.00000,0.15615,001360027
136,xzqx,64478,0-2.0,0.00000,0.02892,001360029
136,yvuu,64448,0-2.0,5.00000,0.31230,001360019
136,yvut,64448,0-2.0,4.00000,0.23133,001360057
136,ALFA,64448,0-2.0,0.00000,0.02313,001360031
136,ALFA,64448,2.0-5.0,0.00000,0.00578,001360032
136,ALFA,64546,2.0-5.0,0.00000,0.00578,001360033
136,ALFA,64546,5.0-9999,0.00000,0.01157,001360034
136,ALFA,64446,0-2.0,0.00000,0.01157,001360037
136,ALFA,64446,2.0-5.0,0.00000,0.02892,001360038
136,xrsz,64446,2.0-5.0,0.00000,0.02313,001360041
136,xrsy,64446,2.0-5.0,1.00000,0.03470,001360042
136,xrsx,64448,0-2.0,2.00000,0.12145,001360043
136,xrsw,64448,0-2.0,5.00000,0.34700,001360044
136,xrsv,64448,0-2.0,1.00000,0.06940,001360045
136,zryt,64478,2.0-5.0,1.00000,0.03470,001360030
136,xyyx,64478,2.0-5.0,0.00000,0.01157,001360046
136,xyyw,64478,0-2.0,4.00000,0.23712,001360047
136,zurz,64478,2.0-5.0,2.00000,0.14458,001360048
136,xyyr,64546,5.0-9999,1.00000,0.05205,001360049
136,xstz,64431,5.0-9999,0.00000,0.02313,001360051
136,xsty,64538,5.0-9999,43.00000,2.76444,001360052
136,ywts,64448,5.0-9999,5.00000,0.35278,001360058
136,zsww,64431,5.0-9999,22.00000,1.43427,001360059
136,ywrx,64508,5.0-9999,10.00000,0.65352,001360060
136,xtsw,64544,5.0-9999,13.00000,0.84437,001360063
136,zsuv,64538,5.0-9999,27.00000,1.74657,001360064
136,zwsx,64538,5.0-9999,14.00000,0.91955,001360065
136,RADI,64448,0-2.0,1.00000,0.04048,001360066
136,RADI,64448,2.0-5.0,1.00000,0.04048,001360067
136,RADI,64508,5.0-9999,0.00000,0.01157,001360068
136,MINT,64446,2.0-5.0,0.00000,0.02892,001360070
137,AGRL,64545,2.0-5.0,2.00000,0.22175,001370004
137,AGRL,64545,5.0-9999,6.00000,0.76505,001370005
137,yyqu,64464,5.0-9999,16.00000,1.92926,001370010
137,yyqt,64464,5.0-9999,12.00000,1.43031,001370011
137,yyqt,64465,5.0-9999,23.00000,2.82736,001370012
137,yyqt,64445,5.0-9999,2.00000,0.24393,001370013
137,RNGB,64545,2.0-5.0,4.00000,0.48786,001370014
137,RNGB,64545,5.0-9999,56.00000,6.95199,001370015
137,RNGB,64546,5.0-9999,92.00000,11.33163,001370016
137,RNGB,64508,5.0-9999,215.00000,26.47744,001370019
137,RNGB,64509,5.0-9999,53.00000,6.48631,001370017
137,OATS,64448,0-2.0,1.00000,0.06653,001370020
137,OATS,64445,5.0-9999,0.00000,0.02218,001370021
137,OATS,64478,0-2.0,1.00000,0.09979,001370022
137,OATS,64478,2.0-5.0,0.00000,0.02218,001370023
137,zryt,64478,2.0-5.0,4.00000,0.51003,001370024
137,xzqs,64448,0-2.0,1.00000,0.15523,001370025
137,xzqy,64478,2.0-5.0,2.00000,0.23284,001370026
137,xzqx,64478,0-2.0,4.00000,0.44351,001370027
137,xzqw,64448,2.0-5.0,1.00000,0.07761,001370028
137,xzqv,64478,2.0-5.0,1.00000,0.13305,001370029
137,ALFA,64448,0-2.0,5.00000,0.56547,001370030
137,ALFA,64448,2.0-5.0,0.00000,0.05544,001370031
137,ALFA,64448,5.0-9999,0.00000,0.05544,001370032
137,ALFA,64478,0-2.0,1.00000,0.17740,001370033
137,ALFA,64478,2.0-5.0,0.00000,0.03326,001370034
137,ywwu,64448,2.0-5.0,1.00000,0.08870,001370035
137,ywwt,64448,0-2.0,3.00000,0.31046,001370036
137,xyzq,64478,0-2.0,2.00000,0.23284,001370037
137,xyyz,64478,2.0-5.0,3.00000,0.33263,001370038
137,xyyy,64478,0-2.0,19.00000,2.28407,001370039
137,xyyx,64478,2.0-5.0,0.00000,0.02218,001370040
137,zrvx,64448,5.0-9999,1.00000,0.06653,001370042
137,yuzx,64448,0-2.0,7.00000,0.89810,001370043
137,ywsr,64509,5.0-9999,1.00000,0.15523,001370044
137,ywsq,64465,5.0-9999,0.00000,0.03326,001370045
137,xzqt,64531,5.0-9999,0.00000,0.05544,001370046
137,wvwt,64448,2.0-5.0,1.00000,0.07761,001370047
137,wvws,64478,0-2.0,2.00000,0.26610,001370048
137,wvwr,64478,0-2.0,3.00000,0.35481,001370049
137,wvwq,64478,0-2.0,2.00000,0.29937,001370050
137,RADI,64448,0-2.0,1.00000,0.13305,001370051
137,RADI,64448,2.0-5.0,0.00000,0.01109,001370052
137,RADI,64448,5.0-9999,0.00000,0.02218,001370053
138,yuwt,64448,0-2.0,1.00000,0.01214,001380001
138,AGRL,64515,2.0-5.0,60.00000,0.50461,001380002
138,AGRL,64515,5.0-9999,90.00000,0.76261,001380003
138,AGRL,64516,2.0-5.0,34.00000,0.28304,001380004
138,AGRL,64516,5.0-9999,129.00000,1.08814,001380005
138,AGRL,64564,2.0-5.0,305.00000,2.57161,001380006
138,AGRL,64564,5.0-9999,348.00000,2.93812,001380007
138,AGRL,64565,2.0-5.0,6.00000,0.05084,001380008
138,AGRL,64565,5.0-9999,68.00000,0.57366,001380009
138,RNGB,64516,2.0-5.0,35.00000,0.29290,001380010
138,RNGB,64516,5.0-9999,513.00000,4.32447,001380011
138,RNGB,64469,5.0-9999,531.00000,4.47547,001380012
138,RNGB,64508,5.0-9999,1621.00000,13.66923,001380013
138,RNGB,64509,5.0-9999,2191.00000,18.47631,001380014
138,RNGB,64511,5.0-9999,576.00000,4.85867,001380015
138,CORN,64448,0-2.0,10.00000,0.08347,001380016
138,CORN,64531,0-2.0,4.00000,0.03642,001380017
138,CORN,64531,2.0-5.0,1.00000,0.00835,001380018
138,CORN,64531,5.0-9999,1.00000,0.00455,001380019
138,CORN,64461,0-2.0,4.00000,0.02959,001380020
138,CORN,64550,0-2.0,4.00000,0.03718,001380021
138,CORN,64550,2.0-5.0,4.00000,0.03566,001380022
138,zuwq,64448,0-2.0,6.00000,0.04705,001380023
138,zuwq,64448,2.0-5.0,3.00000,0.02125,001380024
138,zuwq,64448,5.0-9999,10.00000,0.08347,001380025
138,zuwq,64578,5.0-9999,17.00000,0.14266,001380026
138,zuwq,64516,5.0-9999,6.00000,0.05084,001380027
138,zuwq,64508,5.0-9999,7.00000,0.06146,001380028
138,zuwq,64509,5.0-9999,14.00000,0.11762,001380029
138,zuwq,64446,0-2.0,1.00000,0.00607,001380030
138,zuwq,64446,2.0-5.0,1.00000,0.00759,001380031
138,zuwq,64446,5.0-9999,5.00000,0.04325,001380032
138,zuwq,64511,5.0-9999,9.00000,0.07512,001380033
138,OATS,64463,5.0-9999,397.00000,3.35091,001380038
138,OATS,64564,0-2.0,7.00000,0.05691,001380039
138,OATS,64564,2.0-5.0,25.00000,0.20791,001380040
138,OATS,64564,5.0-9999,68.00000,0.57442,001380041
138,zuvu,64448,5.0-9999,16.00000,0.13583,001380042
138,ALFA,64448,0-2.0,47.00000,0.39610,001380043
138,ALFA,64448,2.0-5.0,8.00000,0.06753,001380044
138,ALFA,64531,0-2.0,10.00000,0.08802,001380045
138,ALFA,64531,2.0-5.0,3.00000,0.02808,001380046
138,ALFA,64531,5.0-9999,2.00000,0.01897,001380047
138,ALFA,64446,0-2.0,3.00000,0.02201,001380048
138,ALFA,64446,2.0-5.0,2.00000,0.01897,001380049
138,yuqu,64448,2.0-5.0,1.00000,0.00607,001380050
138,PEAS,64448,0-2.0,0.00000,0.00379,001380051
138,PEAS,64448,2.0-5.0,1.00000,0.00683,001380052
138,PEAS,64531,0-2.0,0.00000,0.00152,001380053
138,yzqq,64448,5.0-9999,1.00000,0.00911,001380054
138,yyww,64448,0-2.0,1.00000,0.01138,001380055
138,yywv,64578,5.0-9999,2.00000,0.01821,001380056
138,yywu,64448,0-2.0,10.00000,0.08195,001380057
138,yyvx,64448,2.0-5.0,29.00000,0.24434,001380058
138,RADI,64448,0-2.0,1.00000,0.01214,001380059
138,RADI,64448,2.0-5.0,1.00000,0.00683,001380060
138,RADI,64448,5.0-9999,0.00000,0.00152,001380061
138,RADI,64531,0-2.0,2.00000,0.01442,001380062
138,RADI,64531,2.0-5.0,0.00000,0.00076,001380063
138,RADI,64564,2.0-5.0,0.00000,0.00152,001380064
138,RADI,64564,5.0-9999,0.00000,0.00152,001380065
138,RADI,64599,0-2.0,1.00000,0.00455,001380066
138,MINT,64448,2.0-5.0,0.00000,0.00076,001380067
138,MINT,64531,0-2.0,0.00000,0.00152,001380068
138,ztwu,64448,2.0-5.0,8.00000,0.07057,001380069
138,ztwr,64578,5.0-9999,4.00000,0.03566,001380102
138,yyus,64509,5.0-9999,28.00000,0.23296,001380071
138,yyur,64531,0-2.0,5.00000,0.04477,001380072
138,yyuq,64509,5.0-9999,5.00000,0.04325,001380073
138,yytz,64531,2.0-5.0,5.00000,0.04553,001380074
138,ztuz,64448,0-2.0,6.00000,0.04781,001380075
138,ztuy,64531,0-2.0,2.00000,0.02049,001380076
138,yytv,64448,2.0-5.0,7.00000,0.05615,001380077
138,yyts,64578,5.0-9999,1.00000,0.01062,001380078
138,yytr,64578,5.0-9999,2.00000,0.01594,001380079
138,yytq,64578,5.0-9999,4.00000,0.03035,001380080
138,zyuq,64531,5.0-9999,1.00000,0.01214,001380081
138,zytx,64508,2.0-5.0,0.00000,0.00152,001380082
138,wxwr,64564,5.0-9999,38.00000,0.31946,001380083
138,wxvw,64508,5.0-9999,40.00000,0.33312,001380085
138,ztrt,64578,5.0-9999,11.00000,0.09333,001380086
138,wxvs,64508,5.0-9999,23.00000,0.19046,001380087
138,zyrx,64461,5.0-9999,0.00000,0.00304,001380088
138,wvvu,64564,5.0-9999,11.00000,0.09561,001380121
138,wxss,64566,5.0-9999,1.00000,0.00455,001380091
138,yxwu,64448,5.0-9999,6.00000,0.04781,001380093
138,yxvu,64446,0-2.0,3.00000,0.02352,001380094
138,zxxw,64550,2.0-5.0,0.00000,0.00076,001380095
138,wwzq,64516,5.0-9999,41.00000,0.34905,001380096
138,wwyz,64566,5.0-9999,19.00000,0.16239,001380097
138,wwyy,64517,5.0-9999,22.00000,0.18591,001380098
138,wwyx,64566,5.0-9999,33.00000,0.27924,001380099
138,wwyw,64566,5.0-9999,30.00000,0.25496,001380100
138,yyuz,64448,0-2.0,0.00000,0.00379,001380070
138,zsqz,64578,5.0-9999,4.00000,0.03263,001380103
138,zsqx,64461,0-2.0,1.00000,0.00835,001380104
138,zsqw,64448,0-2.0,0.00000,0.00076,001380105
138,zxrq,64578,5.0-9999,3.00000,0.02580,001380106
138,ywxz,64448,5.0-9999,0.00000,0.00152,001380107
138,ywxy,64448,2.0-5.0,3.00000,0.02732,001380108
138,wwsu,64448,0-2.0,21.00000,0.17453,001380109
138,wwst,64448,0-2.0,5.00000,0.04401,001380110
138,ztvr,64448,0-2.0,6.00000,0.05388,001380111
138,yytw,64448,2.0-5.0,14.00000,0.11534,001380113
138,yrtu,64448,0-2.0,1.00000,0.00683,001380115
138,wvxr,64565,5.0-9999,9.00000,0.07588,001380116
138,wvxq,64565,5.0-9999,1.00000,0.00911,001380117
138,yrqs,64446,0-2.0,5.00000,0.04173,001380118
138,ywqt,64564,5.0-9999,15.00000,0.12520,001380120
138,ywqs,64578,5.0-9999,1.00000,0.01138,001380089
138,ywqr,64578,5.0-9999,39.00000,0.32629,001380122
138,zwsu,64516,5.0-9999,29.00000,0.24130,001380123
138,zwss,64578,5.0-9999,0.00000,0.00152,001380124
138,zrqu,64578,5.0-9999,0.00000,0.00076,001380126
138,zrqt,64578,5.0-9999,2.00000,0.01669,001380127
138,yvyz,64446,0-2.0,4.00000,0.03187,001380128
138,yvyy,64564,5.0-9999,8.00000,0.06753,001380129
138,yvyw,64564,5.0-9999,3.00000,0.02125,001380130
138,yvyr,64448,0-2.0,5.00000,0.04477,001380131
138,zqxy,64448,5.0-9999,15.00000,0.12748,001380132
138,zqxx,64448,5.0-9999,25.00000,0.21171,001380133
138,zqwu,64509,5.0-9999,50.00000,0.41735,001380134
138,yvvq,64531,5.0-9999,2.00000,0.01973,001380135
138,yvuz,64531,2.0-5.0,12.00000,0.10244,001380136
138,yvux,64448,0-2.0,9.00000,0.07285,001380137
138,yvuw,64448,0-2.0,6.00000,0.05388,001380138
138,yvtv,64448,0-2.0,12.00000,0.09789,001380139
138,yvtv,64448,2.0-5.0,2.00000,0.02049,001380140
138,yvtv,64448,5.0-9999,4.00000,0.03339,001380141
138,yvtv,64527,5.0-9999,6.00000,0.05236,001380142
138,yvtv,64564,2.0-5.0,5.00000,0.04401,001380143
138,yvtv,64564,5.0-9999,26.00000,0.21854,001380144
138,yvtv,64511,5.0-9999,3.00000,0.02883,001380145
138,yvtu,64448,2.0-5.0,26.00000,0.21702,001380146
138,yvtt,64448,2.0-5.0,6.00000,0.05312,001380147
138,zqtx,64446,0-2.0,5.00000,0.04629,001380148
138,zqtr,64578,5.0-9999,4.00000,0.03642,001380149
138,zqtq,64567,5.0-9999,5.00000,0.03946,001380150
138,yuwu,64448,0-2.0,2.00000,0.01821,001380151
138,yuwx,64448,0-2.0,25.00000,0.21171,001380152
138,yuww,64448,0-2.0,2.00000,0.01973,001380153
138,yuwv,64448,0-2.0,6.00000,0.05312,001380154
138,zuyy,64461,2.0-5.0,1.00000,0.01062,001380155
139,AGRL,64578,2.0-5.0,55.00000,1.02446,001390001
139,AGRL,64578,5.0-9999,111.00000,2.06565,001390002
139,AGRL,64580,5.0-9999,78.00000,1.45634,001390003
139,AGRL,64515,2.0-5.0,77.00000,1.42955,001390004
139,AGRL,64515,5.0-9999,63.00000,1.18013,001390005
139,AGRL,64564,0-2.0,63.00000,1.17511,001390006
139,AGRL,64564,2.0-5.0,54.00000,1.00939,001390007
139,AGRL,64564,5.0-9999,27.00000,0.50553,001390008
139,AGRL,64565,2.0-5.0,21.00000,0.38668,001390009
139,AGRL,64565,5.0-9999,47.00000,0.87045,001390010
139,yuvx,64448,0-2.0,7.00000,0.13894,001390013
139,yuvw,64448,0-2.0,44.00000,0.82693,001390014
139,RNGB,64515,2.0-5.0,138.00000,2.55947,001390015
139,RNGB,64515,5.0-9999,129.00000,2.40546,001390016
139,RNGB,64552,2.0-5.0,14.00000,0.25277,001390017
139,RNGB,64552,5.0-9999,223.00000,4.15641,001390018
139,RNGB,64578,2.0-5.0,61.00000,1.12824,001390019
139,RNGB,64578,5.0-9999,229.00000,4.25518,001390020
139,RNGB,64579,2.0-5.0,39.00000,0.71812,001390021
139,RNGB,64579,5.0-9999,225.00000,4.19157,001390022
139,RNGB,64580,2.0-5.0,33.00000,0.61267,001390023
139,RNGB,64580,5.0-9999,478.00000,8.89871,001390024
139,RNGB,64454,0-2.0,14.00000,0.25611,001390025
139,RNGB,64454,2.0-5.0,78.00000,1.45299,001390026
139,RNGB,64454,5.0-9999,114.00000,2.12089,001390027
139,RNGB,64508,5.0-9999,231.00000,4.29033,001390028
139,CORN,64448,0-2.0,1.00000,0.01339,001390029
139,CORN,64448,2.0-5.0,0.00000,0.00670,001390030
139,CORN,64446,0-2.0,1.00000,0.01339,001390031
139,RYE,64580,5.0-9999,1.00000,0.01507,001390032
139,RYE,64445,5.0-9999,1.00000,0.01674,001390033
139,RYE,64446,0-2.0,0.00000,0.00837,001390034
139,RYE,64446,2.0-5.0,0.00000,0.00167,001390035
139,OATS,64578,2.0-5.0,111.00000,2.06398,001390036
139,OATS,64578,5.0-9999,68.00000,1.26216,001390037
139,OATS,64579,0-2.0,6.00000,0.10546,001390038
139,OATS,64579,2.0-5.0,25.00000,0.47038,001390039
139,OATS,64579,5.0-9999,82.00000,1.51827,001390040
139,OATS,64454,0-2.0,24.00000,0.44527,001390041
139,OATS,64454,2.0-5.0,170.00000,3.16711,001390042
139,OATS,64454,5.0-9999,128.00000,2.37533,001390043
139,OATS,64515,2.0-5.0,19.00000,0.35488,001390044
139,OATS,64515,5.0-9999,19.00000,0.35153,001390045
139,OATS,64564,0-2.0,29.00000,0.53901,001390046
139,OATS,64564,2.0-5.0,17.00000,0.30801,001390047
139,zuvu,64448,5.0-9999,0.00000,0.00335,001390048
139,zutz,64578,0-2.0,2.00000,0.04185,001390049
139,zutz,64578,2.0-5.0,16.00000,0.29461,001390050
139,zutz,64578,5.0-9999,22.00000,0.41681,001390051
139,zutz,64579,2.0-5.0,1.00000,0.01004,001390052
139,zutz,64579,5.0-9999,4.00000,0.07533,001390053
139,ALFA,64448,0-2.0,29.00000,0.53901,001390054
139,ALFA,64448,2.0-5.0,3.00000,0.05859,001390055
139,ALFA,64578,0-2.0,1.00000,0.01674,001390056
139,ALFA,64578,2.0-5.0,4.00000,0.06696,001390057
139,ALFA,64578,5.0-9999,1.00000,0.01004,001390058
139,ALFA,64550,0-2.0,13.00000,0.23268,001390059
139,ALFA,64477,0-2.0,22.00000,0.40677,001390062
139,ALFA,64477,2.0-5.0,2.00000,0.03013,001390063
139,ALFA,64446,0-2.0,11.00000,0.20924,001390060
139,ALFA,64446,2.0-5.0,1.00000,0.01674,001390061
139,wtuu,64578,0-2.0,9.00000,0.16237,001390064
139,wtuq,64455,0-2.0,0.00000,0.00167,001390065
139,wttz,64578,2.0-5.0,0.00000,0.00670,001390066
139,CELR,64578,0-2.0,0.00000,0.00335,001390067
139,CELR,64578,2.0-5.0,1.00000,0.01004,001390068
139,zuqr,64578,5.0-9999,24.00000,0.43857,001390069
139,STRW,64448,0-2.0,1.00000,0.01841,001390070
139,STRW,64448,2.0-5.0,0.00000,0.00167,001390071
139,STRW,64448,5.0-9999,0.00000,0.00167,001390072
139,STRW,64570,0-2.0,1.00000,0.02511,001390073
139,STRW,64570,2.0-5.0,1.00000,0.01507,001390074
139,STRW,64570,5.0-9999,1.00000,0.01841,001390075
139,STRW,64446,0-2.0,1.00000,0.02009,001390077
139,STRW,64550,0-2.0,1.00000,0.01339,001390076
139,yyxz,64448,2.0-5.0,7.00000,0.12387,001390078
139,GRAP,64564,5.0-9999,0.00000,0.00167,001390079
139,ztxw,64578,2.0-5.0,0.00000,0.00335,001390080
139,yyws,64580,5.0-9999,4.00000,0.06696,001390081
139,RADI,64580,5.0-9999,0.00000,0.00335,001390083
139,yyvq,64461,0-2.0,1.00000,0.01339,001390084
139,yyuz,64448,0-2.0,1.00000,0.01674,001390085
139,ztvz,64575,5.0-9999,4.00000,0.06863,001390086
139,zsqx,64461,0-2.0,12.00000,0.21929,001390138
139,zsqw,64448,0-2.0,1.00000,0.02511,001390088
139,ztsx,64578,5.0-9999,16.00000,0.30298,001390089
139,yyru,64550,2.0-5.0,3.00000,0.06361,001390090
139,ztsv,64578,2.0-5.0,4.00000,0.07198,001390091
139,xxyx,64564,5.0-9999,2.00000,0.03181,001390092
139,wwwy,64550,0-2.0,1.00000,0.01841,001390127
139,xxut,64580,5.0-9999,8.00000,0.15735,001390096
139,wxry,64579,2.0-5.0,50.00000,0.92235,001390097
139,wxrx,64579,5.0-9999,1.00000,0.01507,001390098
139,wxrw,64578,2.0-5.0,1.00000,0.01004,001390099
139,wxrv,64579,5.0-9999,10.00000,0.19083,001390100
139,wxru,64578,2.0-5.0,11.00000,0.20087,001390101
139,wxrt,64578,2.0-5.0,10.00000,0.19083,001390102
139,wxrs,64579,5.0-9999,11.00000,0.20087,001390103
139,wxrr,64578,5.0-9999,1.00000,0.01507,001390104
139,wxrq,64578,5.0-9999,0.00000,0.00167,001390105
139,wxqz,64578,5.0-9999,31.00000,0.57919,001390106
139,wxqy,64578,5.0-9999,0.00000,0.00670,001390107
139,wxqx,64578,2.0-5.0,0.00000,0.00167,001390108
139,wxqw,64578,2.0-5.0,19.00000,0.34651,001390109
139,wxqv,64578,2.0-5.0,5.00000,0.09374,001390110
139,wxqu,64578,5.0-9999,18.00000,0.32642,001390111
139,wxqt,64578,5.0-9999,25.00000,0.46536,001390112
139,wxqs,64578,5.0-9999,16.00000,0.29461,001390113
139,xxus,64578,0-2.0,22.00000,0.40175,001390114
139,xxus,64578,2.0-5.0,19.00000,0.34651,001390115
139,xxus,64578,5.0-9999,4.00000,0.08202,001390116
139,xxus,64580,2.0-5.0,2.00000,0.04017,001390117
139,xxus,64580,5.0-9999,14.00000,0.26281,001390118
139,xxus,64565,0-2.0,1.00000,0.01172,001390119
139,xxus,64565,2.0-5.0,2.00000,0.03348,001390120
139,xxus,64565,5.0-9999,6.00000,0.11885,001390121
139,zsuw,64446,0-2.0,0.00000,0.00335,001390122
139,yxts,64455,5.0-9999,25.00000,0.46536,001390123
139,zstv,64448,5.0-9999,9.00000,0.17074,001390124
139,zstu,64448,0-2.0,0.00000,0.00837,001390125
139,wwwz,64550,0-2.0,27.00000,0.49549,001390126
139,zssy,64578,5.0-9999,3.00000,0.05357,001390082
139,wwwx,64477,0-2.0,10.00000,0.19418,001390128
139,wwww,64550,0-2.0,11.00000,0.21259,001390129
139,wwwv,64550,0-2.0,23.00000,0.42686,001390130
139,wwws,64580,5.0-9999,0.00000,0.00335,001390131
139,wwwr,64578,2.0-5.0,0.00000,0.00670,001390132
139,wwwq,64578,5.0-9999,15.00000,0.28625,001390133
139,wwvz,64564,2.0-5.0,0.00000,0.00167,001390134
139,wwvy,64565,5.0-9999,8.00000,0.14731,001390135
139,wwvx,64564,2.0-5.0,5.00000,0.09542,001390136
139,wwuz,64448,0-2.0,4.00000,0.08202,001390137
139,wwux,64448,0-2.0,1.00000,0.01841,001390087
139,wwuw,64550,0-2.0,2.00000,0.03013,001390139
139,wwuv,64448,0-2.0,0.00000,0.00167,001390140
139,ywyu,64565,5.0-9999,1.00000,0.01507,001390141
139,zuty,64578,0-2.0,4.00000,0.06696,001390197
139,zuty,64578,2.0-5.0,8.00000,0.15233,001390198
139,zuty,64578,5.0-9999,7.00000,0.12555,001390199
139,zuty,64579,0-2.0,0.00000,0.00670,001390200
139,zuty,64579,2.0-5.0,1.00000,0.02344,001390201
139,zuty,64579,5.0-9999,5.00000,0.09876,001390202
139,zuty,64580,0-2.0,1.00000,0.01841,001390203
139,zuty,64580,2.0-5.0,1.00000,0.02511,001390204
139,zuty,64580,5.0-9999,7.00000,0.13726,001390205
139,wwtr,64550,2.0-5.0,3.00000,0.06361,001390143
139,wwtq,64448,0-2.0,6.00000,0.11885,001390144
139,wwsy,64578,2.0-5.0,3.00000,0.05859,001390145
139,wwsx,64578,2.0-5.0,0.00000,0.00335,001390146
139,wwsw,64578,2.0-5.0,0.00000,0.00502,001390147
139,wwsv,64578,2.0-5.0,45.00000,0.84534,001390148
139,wwsq,64578,2.0-5.0,2.00000,0.03515,001390149
139,wwrz,64578,2.0-5.0,22.00000,0.40007,001390150
139,wwry,64454,2.0-5.0,5.00000,0.10211,001390151
139,wwrx,64578,2.0-5.0,12.00000,0.22096,001390152
139,wwrv,64578,5.0-9999,1.00000,0.01339,001390153
139,wwru,64578,2.0-5.0,11.00000,0.20087,001390154
139,wwrs,64575,2.0-5.0,0.00000,0.00502,001390155
139,wwrr,64575,2.0-5.0,1.00000,0.01004,001390156
139,wwrq,64575,5.0-9999,12.00000,0.22766,001390157
139,wwqy,64578,2.0-5.0,1.00000,0.01172,001390158
139,wwqx,64578,2.0-5.0,29.00000,0.53232,001390159
139,yrtv,64461,2.0-5.0,9.00000,0.17242,001390160
139,yrtu,64448,0-2.0,10.00000,0.18916,001390161
139,wvzs,64578,5.0-9999,26.00000,0.48210,001390162
139,wvzr,64578,2.0-5.0,4.00000,0.07700,001390163
139,wvzq,64578,5.0-9999,1.00000,0.01841,001390164
139,wvyx,64578,5.0-9999,32.00000,0.59927,001390165
139,wvyw,64579,5.0-9999,1.00000,0.02678,001390166
139,wvyu,64551,5.0-9999,0.00000,0.00837,001390167
139,wvyt,64455,5.0-9999,5.00000,0.09709,001390168
139,wvys,64455,5.0-9999,2.00000,0.04520,001390169
139,wvyr,64455,2.0-5.0,23.00000,0.43523,001390170
139,ywsv,64446,5.0-9999,10.00000,0.19418,001390171
139,wvxw,64578,5.0-9999,23.00000,0.43355,001390172
139,yrqy,64446,2.0-5.0,1.00000,0.02511,001390173
139,yrqx,64448,0-2.0,1.00000,0.01841,001390174
139,yrqw,64446,0-2.0,6.00000,0.11215,001390175
139,wvwy,64448,0-2.0,1.00000,0.01339,001390176
139,wvwx,64448,0-2.0,9.00000,0.17242,001390177
139,wvww,64448,2.0-5.0,1.00000,0.01339,001390178
139,wvwv,64576,5.0-9999,10.00000,0.18748,001390179
139,wvwu,64578,5.0-9999,20.00000,0.36325,001390180
139,wvvz,64564,2.0-5.0,16.00000,0.30298,001390181
139,yqwx,64577,5.0-9999,1.00000,0.02176,001390182
139,yqww,64578,0-2.0,6.00000,0.11550,001390183
139,yqww,64578,2.0-5.0,9.00000,0.16237,001390184
139,yqww,64578,5.0-9999,10.00000,0.17911,001390185
139,yqww,64575,0-2.0,2.00000,0.02846,001390186
139,yqww,64575,2.0-5.0,4.00000,0.07868,001390187
139,yqww,64575,5.0-9999,5.00000,0.10211,001390188
139,yqwv,64577,5.0-9999,12.00000,0.21761,001390189
139,yqwu,64575,5.0-9999,1.00000,0.02176,001390190
139,yvvy,64580,5.0-9999,17.00000,0.30968,001390191
139,yvvx,64446,0-2.0,3.00000,0.05357,001390192
139,zqvr,64565,5.0-9999,18.00000,0.34316,001390193
139,zqvq,64578,2.0-5.0,3.00000,0.06194,001390194
139,ztsw,64578,2.0-5.0,2.00000,0.03181,001390195
139,yquv,64448,5.0-9999,7.00000,0.13057,001390196
139,zqqv,64578,2.0-5.0,1.00000,0.02176,001390206
139,yzsw,64550,0-2.0,1.00000,0.02678,001390142
140,AGRL,64578,0-2.0,4.00000,0.23105,001400001
140,AGRL,64578,2.0-5.0,14.00000,0.86508,001400002
140,AGRL,64578,5.0-9999,20.00000,1.16598,001400003
140,AGRL,64579,2.0-5.0,6.00000,0.37612,001400004
140,AGRL,64579,5.0-9999,49.00000,2.90688,001400005
140,AGRL,64580,0-2.0,4.00000,0.24717,001400006
140,AGRL,64580,2.0-5.0,13.00000,0.80060,001400007
140,AGRL,64580,5.0-9999,60.00000,3.58928,001400008
140,AGRL,64454,0-2.0,6.00000,0.37612,001400009
140,AGRL,64454,2.0-5.0,15.00000,0.89195,001400010
140,AGRL,64454,5.0-9999,22.00000,1.33255,001400011
140,zuyr,64578,0-2.0,19.00000,1.11225,001400012
140,RNGB,64578,0-2.0,4.00000,0.22030,001400013
140,RNGB,64578,2.0-5.0,17.00000,1.00478,001400014
140,RNGB,64578,5.0-9999,41.00000,2.46628,001400015
140,RNGB,64580,2.0-5.0,8.00000,0.45672,001400016
140,RNGB,64580,5.0-9999,91.00000,5.43227,001400017
140,RNGB,64446,0-2.0,4.00000,0.25791,001400018
140,RNGB,64446,2.0-5.0,4.00000,0.22567,001400019
140,RNGB,64446,5.0-9999,7.00000,0.44597,001400020
140,CORN,64578,0-2.0,0.00000,0.02149,001400021
140,CORN,64578,2.0-5.0,2.00000,0.13970,001400022
140,CORN,64454,0-2.0,0.00000,0.02149,001400023
140,CORN,64454,2.0-5.0,1.00000,0.03224,001400024
140,OATS,64576,2.0-5.0,0.00000,0.02149,001400025
140,OATS,64576,5.0-9999,2.00000,0.09134,001400026
140,OATS,64456,0-2.0,0.00000,0.01075,001400027
140,OATS,64456,2.0-5.0,1.00000,0.03224,001400028
140,OATS,64456,5.0-9999,2.00000,0.10209,001400029
140,OATS,64578,0-2.0,3.00000,0.18269,001400030
