 HRU   WRID   WSRC   PRIOR   WATER(acre-ft)   YEAR
  1074     1172      4      1       7.7300652622   1997
  1076     1070      3      1      68.6602341606   1997
  1077     1805      5      1       0.6420093969   1997
  1078     1805      5      1       5.5611418365   1997
  1078     1070      3      2       0.0000000000   1997
  1079     1659      3      1       0.0000000000   1997
  1079     1660      4      2       0.0000000000   1997
  1081     1661      3      1       0.0000000000   1997
  1081     1662      4      2       0.0000000000   1997
  1082     1236      4      1       0.8724953058   1997
  1086     1172      4      1      86.7103233156   1997
  1087      873      4      1       0.6774283547   1997
  1095      888      4      1      14.0219756353   1997
  1096      889      4      1       3.2515872934   1997
  1098      888      4      1       0.2033317205   1997
  1099      889      4      1       8.7384473246   1997
  1100      890      4      1      10.2285144675   1997
  1101      891      4      1       5.3588745828   1997
  1102      753      4      1       3.0707333040   1997
  1103      754      4      1      95.0042520612   1997
  1104      400      1      1       1.8517942354   1997
  1110      262      1      1       1.6257363055   1997
  1111     1288      4      1       9.4158756794   1997
  1111     1509      4      2       0.0000000000   1997
  1112      890      4      1      13.2767700404   1997
  1113      998      4      1      18.5606423981   1997
  1127      400      1      1       2.7094840544   1997
  1129     1428      4      1     134.8429913316   1997
  1129     1429      4      2       0.0000000000   1997
  1130     1428      4      1       1.8444354544   1997
  1130     1429      4      2       0.0000000000   1997
  1131       59      1      1      43.0609224613   1997
  1132       59      1      1       7.6752517685   1997
  1132      692      4      2       0.0000000000   1997
  1133      170      1      1       3.5565848741   1997
  1133     1422      4      2       0.0000000000   1997
  1134     1509      4      1       9.8899723136   1997
  1148      811      4      1       0.4063193941   1997
  1155     1288      4      1       2.6419361788   1997
  1155     1509      4      2       0.0000000000   1997
  1156      873      4      1       3.9138775843   1997
  1157     1428      4      1       3.1160328131   1997
  1157     1429      4      2       0.0000000000   1997
  1158     1428      4      1      26.5538841278   1997
  1158     1429      4      2       0.0000000000   1997
  1159     1428      4      1       5.2157510706   1997
  1159     1429      4      2       0.0000000000   1997
  1160     1428      4      1       2.4837892851   1997
  1160     1429      4      2       0.0000000000   1997
  1161     1428      4      1       3.9739711103   1997
  1161     1429      4      2       0.0000000000   1997
  1164      753      4      1       0.4816656661   1997
  1165      873      4      1      42.3370358667   1997
  1166     1288      4      1       0.0677772402   1997
  1177      754      4      1       2.0324570877   1997
  1178      741      4      1       2.0324570877   1997
  1179      891      4      1      14.9927995447   1997
  1181      115      1      1       0.0527156312   1997
  1183      753      4      1      30.4073241393   1997
  1184      753      4      1      31.1299755482   1997
  1185      754      4      1       1.0157984852   1997
  1186      873      4      1       1.2870794693   1997
  1187      115      1      1       3.1142822647   1997
  1188      753      4      1       0.3611727947   1997
  1190      170      1      1       7.6206389323   1997
  1190     1422      4      2       0.0000000000   1997
  1191      811      4      1       0.3385421539   1997
  1192      811      4      1       0.2711089607   1997
  1193     1509      4      1       0.4063193941   1997
  1194      754      4      1       6.3676201065   1997
  1195      880      4      1       6.3226646443   1997
  1196      741      4      1      28.1120725578   1997
  1230      684      4      1       1.1741090166   1997
  1231      684      4      1       1.8780212539   1997
  1257      159      1      1      22.7298175552   1997
  1257     1419      3      2       0.0000000000   1997
  1258      159      1      1      12.9270656504   1997
  1258     1419      3      2       0.0000000000   1997
  1268      758      3      1       0.0000000000   1997
  1278      170      1      1       0.0000000000   1997
  1278     1422      4      2       0.0000000000   1997
  1279      149      1      1       2.4913769915   1997
  1280      150      1      1       0.0000000000   1997
  1281      150      1      1       0.0000000000   1997
  1300      159      1      1       0.0000000000   1997
  1300     1419      3      2       0.0000000000   1997
  1301      785      3      1       0.0000000000   1997
  1302      164      1      1       0.9289049481   1997
  1302     1419      3      2       0.0000000000   1997
  1303      165      1      1       2.8790582597   1997
  1303     1421      3      2       0.0000000000   1997
  1304      789      3      1       0.0000000000   1997
  1305     1419      3      1       0.0000000000   1997
  1311     1452      3      1       0.0000000000   1997
  1320     1452      3      1       0.0000000000   1997
  1321     1419      3      1       0.0000000000   1997
  1322      193      1      1       1.7273532287   1997
  1322     1452      3      2       0.0000000000   1997
  1325      200      1      1       0.4606646630   1997
  1325     1461      3      2       0.0000000000   1997
  1326      201      1      1       0.0000000000   1997
  1328      736      4      1       0.0000000000   1997
  1329      126      1      1       0.0000000000   1997
  1331      193      1      1      19.8016556517   1997
  1331     1452      3      2       0.0000000000   1997
  1332      164      1      1       4.5756757051   1997
