 HRU   WRID   WSRC   PRIOR   WATER(acre-ft)   YEAR
  5225     1070      3      1       2.6606838370   2004
  5226     1805      5      1      68.9306411438   2004
  5226     1070      3      2       0.0000000000   2004
  5227     1210      3      1     139.1337832531   2004
  5237     1703      4      1     152.1611433442   2004
  5238     1315      4      1       2.3193118579   2004
  5238     1703      4      2      35.0981798525   2004
  5239     1705      4      1       3.6047716446   2004
  5241     1741      5      1     158.0169111272   2004
  5243     1070      3      1       0.2539972283   2004
  5244     1741      5      1     696.3666656274   2004
  5245     1790      5      1       1.2622892558   2004
  5247     1092      3      1     113.4932088667   2004
  5248     1179      3      1       3.7142045938   2004
  5250     1564      4      1       0.7529230770   2004
  5251     1564      4      1      90.1898204973   2004
  5253     1549      3      1       0.7850823420   2004
  5256     1790      5      1     101.1902324101   2004
  5259     1549      3      1     106.1907313982   2004
  5261     1548      3      1      85.4561596255   2004
  5262     1789      5      1      18.5710229690   2004
  5264     1070      3      1       1.7830102461   2004
  5265     1741      5      1      50.8524855838   2004
  5266     1790      5      1      34.6879587065   2004
  5267     1790      5      1     111.4001512989   2004
  5268     1790      5      1       0.0000000000   2004
  5269     1790      5      1     557.4434965886   2004
  5270     1790      5      1     520.4202028454   2004
  5271     1790      5      1       0.0000000000   2004
  5272     1790      5      1       0.0000000000   2004
  5273     1790      5      1       0.0000000000   2004
  5274     1790      5      1       0.3660974152   2004
  5275     1790      5      1       0.5857253815   2004
  5276     1790      5      1       0.0000000000   2004
  5277     1790      5      1       0.0000000000   2004
  5278     1790      5      1       0.0000000000   2004
  5280     1055      3      1      34.0000000000   2004
  5281     1179      3      1       6.2016322956   2004
  5282     1179      3      1      13.6428943618   2004
  5283     1179      3      1      16.2094889087   2004
  5284     1179      3      1      42.3197638143   2004
  5285     1179      3      1      55.8185772066   2004
  5286     1179      3      1      19.7332908140   2004
  5287     1179      3      1       6.7842331988   2004
  5288     1179      3      1      69.1784656222   2004
  5290     1181      4      1      11.2394345070   2004
  5291     1181      4      1     175.8444987645   2004
  5292     1181      4      1       0.0000000000   2004
  5293     1181      4      1     128.3842821937   2004
  5321     1741      5      1      46.7086652160   2004
  5323     1330      4      1     103.5900223043   2004
  5323     1652      3      2       0.0000000000   2004
  5324     1179      3      1      62.0690580540   2004
  5324     1652      3      2       0.0000000000   2004
  5325     1210      3      1       3.3832766118   2004
  5326     1210      3      1       7.4774101530   2004
  5327     1210      3      1       5.2109440364   2004
  5328     1210      3      1     170.2183801407   2004
  5329     1210      3      1      71.7294878895   2004
  5330     1092      3      1       3.0546729370   2004
  5330     1210      3      2       0.0000000000   2004
  5332      626      4      1       6.4196599194   2004
  5333      629      3      1      15.2407481790   2004
  5334     1805      5      1       3.3641487078   2004
  5335     1172      4      1      26.4152926051   2004
  5336     1070      3      1      22.7104614463   2004
  5337     1091      3      1      31.0500752120   2004
  5338     1232      4      1       2.4747773748   2004
  5339     1236      4      1       6.1093458739   2004
  5340     1237      4      1       9.5723290578   2004
  5342     1245      4      1      20.1352816440   2004
  5343     1210      3      1     109.5580807911   2004
  5344     1249      4      1      35.0593143901   2004
  5345     1237      4      1       2.2008520721   2004
  5346     1070      3      1      14.1644034888   2004
  5347     1314      4      1       0.5206828870   2004
  5348     1703      4      1     114.9883479668   2004
  5349     1330      4      1      11.5543971667   2004
  5351      686      4      1       0.0000000000   2004
  5352     1628      4      1       5.6152210530   2004
  5352     1629      4      2       0.0000000000   2004
  5353     1652      3      1      44.5645872028   2004
  5354     1179      3      1     115.1950969858   2004
  5354     1652      3      2       0.0000000000   2004
  5355     1292      3      1       7.0000000000   2004
  5356     1179      3      1      10.3190470109   2004
  5356     1330      4      2       0.0000000000   2004
  5356     1652      3      3       0.0000000000   2004
  5357     1091      3      1     187.5118343927   2004
  5358     1024      4      1     208.7006748797   2004
  5358     1664      3      2       0.0000000000   2004
  5359     1703      4      1      72.1181425143   2004
  5360     1703      4      1      98.2643870502   2004
  5361     1703      4      1      36.2710785446   2004
  5362     1703      4      1      13.0731222680   2004
  5363     1703      4      1      19.4016388675   2004
  5364     1703      4      1      10.9649376525   2004
  5365     1703      4      1      10.5458003120   2004
  5366     1703      4      1      35.0502457822   2004
  5367     1703      4      1      81.0707636920   2004
  5368     1703      4      1      35.4091797591   2004
  5369     1703      4      1       7.9285543449   2004
  5370     1703      4      1      28.1902249316   2004
  5371     1703      4      1      10.0562478984   2004
  5372     1314      4      1       0.7218887421   2004
  5372     1703      4      2      16.2802849900   2004
  5373     1149      4      1       0.4002380567   2004
  5374      546      1      1       0.0000000000   2004
  5375     1314      4      1       1.2456380874   2004
  5376     1315      4      1       0.0538782229   2004
  5377     1805      5      1      80.6126846823   2004
  5377     1070      3      2       0.0000000000   2004
  5379     1741      5      1       8.5156514486   2004
  5380     1741      5      1      10.5201948309   2004
  5381     1741      5      1      72.0420881387   2004
  5382     1741      5      1      90.1953073861   2004
  5383     1330      4      1      19.5799627542   2004
  5384      230      1      1       2.3145526006   2004
  5385      232      1      1      12.8393198388   2004
  5386     1330      4      1      21.4616607923   2004
  5386     1652      3      2       0.0000000000   2004
  5387     1556      4      1       1.8051864218   2004
  5387     1557      4      2       0.8023050763   2004
  5388     1347      3      1       0.0000009336   2004
  5389      759      3      1       0.0000000000   2004
  5390      760      3      1       0.0000000000   2004
  5391     1789      5      1       5.7321222675   2004
  5392     1789      5      1       4.9042117100   2004
